测试公告,#genre#
24小时全运会轮播台, http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=20251123040033356d01406292402f9045da425acadf91&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=33e91e660356fdeebe685bed1a132ebc&ddCalcu=c3b3eee22933101ea616d0e3b5568f6deebe
陕西体育休闲频道, http://gslbmgsplive.miguvideo.com/migu/kailu/sxtyxx/51/20250804/index.m3u8?msisdn=2025112304003331c6b5ba382a436db6421fdcf708c472&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=084c52caf218dc528fe666331735aed0&ddCalcu=00d8ee42ac6550327c1a3f3261686decf582
24小时城市联赛轮播台, http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=20251123040033da44e70883f8499e96cb9db238e40e22&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fa7400bbf07b9685d4c1cc68cde9ed58&ddCalcu=8f5aed72e45900e0dbcb8f60c7cb19c648d5
武术世界, http://gslbmgsplive.miguvideo.com/migu/kailu/wssj/51/20250915/index.m3u8?msisdn=20251123040033fa38361656dd4702939ceda30bc677fe&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9fd3e9c3f1e56f578d10523e6187bc09&ddCalcu=990fecd2b387e0891c63ef312e55061fd587

卫视, #genre#
东方卫视, http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=20251123040033bb346f98fa764f4f875787a3c2cccf6f&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ca0faeaa37ff884603f8886cbb6b14df&ddCalcu=fcdae4021f1ba06ebabac3678f8f88f83406
江苏卫视, http://gslbmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=202511230400330726a57d23e74df3afa75a16b88b7a7e&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c0893e4276f49658f30c862ba3c37d0f&ddCalcu=fc00ed82793330ce34a2b7266f84c90635f8
广东卫视, http://gslbmgsplive.miguvideo.com/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=20251123040033fc00483e4525476eb67158b6de3dc032&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fdbf50c412ec07ad40651b4df2d18bbd&ddCalcu=dfbdebb28f8150d02cf4d142be1c50670a4d
江西卫视, http://gslbmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=20251123040033bbadb0cfa8534907a14f33ba42b82022&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=81cd88cb93ce539c03f7a2682b5cfd92&ddCalcu=2891edc2fd3c8058bc2b89632cae75f3390c
河南卫视, http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=2025112304003376513234379e4c4390ad7163fdc499ba&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=4c7f18d200118096531cf5207bb749d4&ddCalcu=44dce9724f0710b8bd72002051f1c8103956
陕西卫视, http://gslbmgsplive.miguvideo.com/migu/kailu/shan3xiws/51/20220809/index.m3u8?msisdn=20251123040033dd9001e82c174ecc918d8bd0de46abb1&mdspid=&spid=600633&netType=0&sid=5910020475&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910838&ParentNodeID=-99&assertID=5910020475&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900004331&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2485ae1c8b3a47e2598ef1227eb5014c&ddCalcu=c244e1820585a0bee17c282b13fae4879e52
大湾区卫视, http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=2025112304003359b4816fe9234653a917f54a60c47189&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a27b00275f636457efc76c8a0e4ed2f1&ddCalcu=1af2e272db8e0040e207a58fc66376c4f5e7
湖北卫视, http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=202511230400334d727f4072a44668ab977b88b854e84a&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20251123040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=106.13.250.90&SecurityKey=20251123040033&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=67a6d43a350c7f1419f1e99a678487d9&ddCalcu=96d7e7a28674d084736aa39590ec17ff9114
吉林卫视, http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=202511230400342046c7dc71964fbb8d026c9568cc8bfe&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7c6dfbf5efa611cc590b0d0989341bb5&ddCalcu=57bceb621d74f03b9f859e0fda06b1019c5c
青海卫视, http://gslbmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=20251123040034c806a801fbde45efbaaf2bd3545e36c9&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=4b88324c579a2bbc7a2e36b8238dbc7c&ddCalcu=c47bec82b87d3082342c85b7693ae22bab7c
东南卫视, http://gslbmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=20251123040034b1480289e6f848608a6766c28e90ac21&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2b88cc5d7b98491542b858edab031e63&ddCalcu=326bee821893c00cb5add7eb895884b92145
海南卫视, http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202511230400349a731f109d8d4d4cb2b539d609edd2a8&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7d825b2f3ade671d1eb835a2ac25e82c&ddCalcu=c72de882e275502bc2af23aa5d3e86b7e11d
中国农林卫视, http://gslbmgsplive.miguvideo.com/migu/kailu/zgnlws/51/20250804/index.m3u8?msisdn=20251123040034e9591b4e46514dbdbf8b4d825da24b47&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b93c2983d28078a471fcbbb699375783&ddCalcu=3b89e7325c67203998936db2b8b0c7f81a74
兵团卫视, http://gslbmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/index.m3u8?msisdn=202511230400345b7c90007f9144acb78c8b3b47930de4&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d74344a892014d7558c3dec5ac394984&ddCalcu=4d87e94243694034caa859c2e0d134cd8755
辽宁卫视, http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=202511230400344a0a8754c7b94d82a072728975837aff&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8b8d4d5234f0aa79a17bb61e2fd04578&ddCalcu=887be5824d0040ddf522e3146fb0ba7a17a9
宁夏卫视, http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=20251123040034421b2f030a6d4faeabdd151278b5d0e9&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ea29457d5af122e542a551bd6280cd82&ddCalcu=2e8aed22c9804085276dd5ba1f5152a22e45

地方, #genre#
上海新闻综合, http://gslbmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/1200/index.m3u8?msisdn=2025112304003417f65b5cb5e04e9682b38fed3324a069&mdspid=&spid=699212&netType=0&sid=5500002275&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632657&ParentNodeID=-99&assertID=5500002275&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=482bd549c68f66446564b4982d4fe0da&ddCalcu=a4d8e022eb1fd045d4298c9648bf46665464
上视东方影视, http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dianshijuhd/1200/index.m3u8?msisdn=20251123040034a27bc4f176ae4fae879bb6b2e479091e&mdspid=&spid=699212&netType=0&sid=5500002274&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617290047&ParentNodeID=-99&assertID=5500002274&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5100001715&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=40ce6468d75527725f2ed3e6f3d2eb7e&ddCalcu=e470ebc2ee7260d436f86de735d5e227f752
南京新闻综合频道, http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=202511230400348901ca981da642ccbd9ee375c3fc329d&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20251123040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=106.13.250.90&SecurityKey=20251123040034&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ca270a4889d1b8be01e10815b177b727&ddCalcu=7c2ae722b787007a14b858198d011be81b0e
南京教科频道, http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=202511230400354727984b90d04496ad8a55db1c0aa7f0&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2f51f50dac3ab0110ada06f831f200d5&ddCalcu=52dfe0520182f0f5103d8afc630aabd0a101
南京十八频道, http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=202511230400357cf3b925db7c4fd0b04f6221b612bff8&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e2554c83de88bccbc6e0ede2a9c564df&ddCalcu=fed2e452658540cc98a32deed8e80bec6ccb
江苏城市频道, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=20251123040035c789b0c03298416da8b515d038e1c88b&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e2398ebb8d5e87a7b4aa2cf7f8cf5a3f&ddCalcu=fe32ea32596f80ce8bfb78fdc52ea8a74ab7
江苏国际, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=20251123040035628a0a75abe140ea97f23b50d462bcd9&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d97d6ea4a5cad259ffa67e67910e1c5b&ddCalcu=bd59ec721d6e600e1a947a65ec7a6da2f5f9
江苏教育, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsjiaoyu/600/index.m3u8?msisdn=20251123040035b2501d76a4bf404ebd274e9d07bd5e64&mdspid=&spid=699067&netType=0&sid=5500287493&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=628008321&ParentNodeID=-99&assertID=5500287493&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5101012819&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=649fb5dad20468424cd0060ff48d9691&ddCalcu=1694e6929f8db0854dfafd02600406d8c442
江苏影视频道, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=20251123040035446ae001d3d744a698e12aea5718918a&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=90a101e063bcb30f6327493d5d8b2136&ddCalcu=6930e1a2216b0081de50d6339b4c7b23306f
江苏综艺频道, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=202511230400359002c08d7f314af9b7aa242422495ded&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2f57548f09d28691f4ffba1b359919e4&ddCalcu=42efe95217695094583fb019adb2f8f649f1
公共新闻频道, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsgonggong/600/index.m3u8?msisdn=202511230400354bcc344f67cb402cbebb376ea39103aa&mdspid=&spid=699067&netType=0&sid=5500260520&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064693&ParentNodeID=-99&assertID=5500260520&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5100186429&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5ca1de22c8eaecaca0d7bbd109a32069&ddCalcu=956ce0a22163d0ae92021cd8beba7edc0aac
盐城新闻综合, http://gslbmgsplive.miguvideo.com/migu/kailu/ycxwzh/51/20250604/index.m3u8?msisdn=20251123040035ebc5996a29b94bc78f739ac987a93363&mdspid=&spid=699067&netType=0&sid=5500469360&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731825&ParentNodeID=-99&assertID=5500469360&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5102012617&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3a04db057e15ab94986c0051bba3da7c&ddCalcu=c37aea02d493d0abb0b5175e0105ca6b8994
淮安新闻综合, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=202511230400350a69a8ca7bed42ecab1608bfbedcc914&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=40773b0f48afcf2a3f4605bd177e9d72&ddCalcu=2470ed72979e307b701fd4b85a0f6c4ff23a
泰州新闻综合, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=20251123040035856206307d05486da894fd7bff3b75dd&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20251123040035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=106.13.250.90&SecurityKey=20251123040035&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e9dd06d5b34600a6e980e44f764ff693&ddCalcu=3e99e6d2fd9f00466d75fb4344e600809ae6
连云港新闻综合, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?msisdn=202511230400363200a272267c4a3b8cfb4de4361b8134&mdspid=&spid=699067&netType=0&sid=5500469369&pid=2028597139&timestamp=20251123040036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731715&ParentNodeID=-99&assertID=5500469369&client_ip=106.13.250.90&SecurityKey=20251123040036&promotionId=&mvid=5102012621&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6d0bd9e17cf6c3120e010ba1c981ac45&ddCalcu=564dec02ab91d0899ec117acbf061c03e102
宿迁新闻综合, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?msisdn=202511230400367be2397a674448448377f1d7ee942291&mdspid=&spid=699067&netType=0&sid=5500469357&pid=2028597139&timestamp=20251123040036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731832&ParentNodeID=-99&assertID=5500469357&client_ip=106.13.250.90&SecurityKey=20251123040036&promotionId=&mvid=5102012616&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e506aca3c95cd766f4c183d250749ea0&ddCalcu=0ea5ee029694a07c0a532cd9358c1dc746f6
徐州新闻综合, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=20251123040036f0f143fdd6c6417f9b4d4ec66c4e4297&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20251123040036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=106.13.250.90&SecurityKey=20251123040036&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2d681d4dc742d20a9b44f7edd9786a1b&ddCalcu=b21dea626898107d94dddce774f24d42b09a
优漫卡通频道, http://gslbmgsplive.miguvideo.com/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20251123040036dbb5686661234c20ae2a386716583b18&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20251123040036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=106.13.250.90&SecurityKey=20251123040036&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bc906085e87e4219c899ad3ef7f1f684&ddCalcu=4b8ce692f06160f078f5ee38d7ae949281c9
江阴新闻综合, http://gslbmgsplive.miguvideo.com/migu/kailu/jyxwzh/51/20250604/index.m3u8?msisdn=20251123040036b6525d03e2f546098535e15ee9aab882&mdspid=&spid=699067&netType=0&sid=5910022177&pid=2028597139&timestamp=20251123040036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227979&ParentNodeID=-99&assertID=5910022177&client_ip=106.13.250.90&SecurityKey=20251123040036&promotionId=&mvid=5900006705&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=55553cce8bd89d42aeecb92b712af7b3&ddCalcu=35b5e752f55a302c1c7eb82b9db8c9ede4a2
